2020-05-29 00:10:00,
2020-05-29 00:15:00,
2020-05-29 00:20:00,
2020-05-29 00:25:00,
2020-05-29 00:30:00,
2020-05-29 00:35:00,
2020-05-29 00:40:00,
2020-05-29 00:45:00,
2020-05-29 00:50:00,
2020-05-29 00:55:00,
2020-05-29 01:00:00,
2020-05-29 01:05:00,
2020-05-29 01:10:00,
2020-05-29 01:15:00,
2020-05-29 01:20:00,
2020-05-29 01:25:00,
2020-05-29 01:30:00,
2020-05-29 01:35:00,
2020-05-29 01:40:00,
2020-05-29 01:45:00,
2020-05-29 01:50:00,
2020-05-29 01:55:00,
2020-05-29 02:00:00,
2020-05-29 02:05:00,
2020-05-29 02:10:00,
2020-05-29 02:15:00,
2020-05-29 02:20:00,
2020-05-29 02:25:00,
2020-05-29 02:30:00,
2020-05-29 02:35:00,
2020-05-29 02:40:00,
2020-05-29 02:45:00,
2020-05-29 02:50:00,
2020-05-29 02:55:00,
2020-05-29 03:00:00,
2020-05-29 03:05:00,
2020-05-29 03:10:00,
2020-05-29 03:15:00,
2020-05-29 03:20:00,
2020-05-29 03:25:00,
2020-05-29 03:30:00,
2020-05-29 03:35:00,
2020-05-29 03:40:00,
2020-05-29 03:45:00,
2020-05-29 03:50:00,
2020-05-29 03:55:00,
2020-05-29 04:00:00,
2020-05-29 04:05:00,
2020-05-29 04:10:00,
2020-05-29 04:15:00,
2020-05-29 04:20:00,
2020-05-29 04:25:00,
2020-05-29 04:30:00,
2020-05-29 04:35:00,
2020-05-29 04:40:00,
2020-05-29 04:45:00,
2020-05-29 04:50:00,
2020-05-29 04:55:00,
2020-05-29 05:00:00,
2020-05-29 05:05:00,
2020-05-29 05:10:00,
2020-05-29 05:15:00,
2020-05-29 05:20:00,
2020-05-29 05:25:00,
2020-05-29 05:30:00,
2020-05-29 05:35:00,
2020-05-29 05:40:00,
2020-05-29 05:45:00,
2020-05-29 05:50:00,
2020-05-29 05:55:00,
2020-05-29 06:00:00,
2020-05-29 06:05:00,
2020-05-29 06:10:00,
2020-05-29 06:15:00,
2020-05-29 06:20:00,
2020-05-29 06:25:00,
2020-05-29 06:30:00,
2020-05-29 06:35:00,
2020-05-29 06:40:00,
2020-05-29 06:45:00,
2020-05-29 06:50:00,
2020-05-29 06:55:00,
2020-05-29 07:00:00,
2020-05-29 07:05:00,
2020-05-29 07:10:00,
2020-05-29 07:15:00,
2020-05-29 07:20:00,
2020-05-29 07:25:00,
2020-05-29 07:30:00,
2020-05-29 07:35:00,
2020-05-29 07:40:00,
2020-05-29 07:45:00,1386.1333333333332
2020-05-29 07:50:00,1391.4666666666667
2020-05-29 07:55:00,1396.8
2020-05-29 08:00:00,1404.2666666666664
2020-05-29 08:05:00,1414.9333333333332
2020-05-29 08:10:00,1425.6
2020-05-29 08:15:00,1435.2
2020-05-29 08:20:00,1443.2
2020-05-29 08:25:00,1451.2
2020-05-29 08:30:00,1460.2666666666664
2020-05-29 08:35:00,1470.9333333333332
2020-05-29 08:40:00,1481.6
2020-05-29 08:45:00,1490.1333333333332
2020-05-29 08:50:00,1495.4666666666667
2020-05-29 08:55:00,1500.8
2020-05-29 09:00:00,1505.0666666666668
2020-05-29 09:05:00,1507.7333333333333
2020-05-29 09:10:00,1510.4
2020-05-29 09:15:00,1512.0
2020-05-29 09:20:00,1512.0
2020-05-29 09:25:00,1512.0
2020-05-29 09:30:00,1510.9333333333332
2020-05-29 09:35:00,1508.2666666666667
2020-05-29 09:40:00,1505.6
2020-05-29 09:45:00,1502.9333333333332
2020-05-29 09:50:00,1500.2666666666667
2020-05-29 09:55:00,1497.6
2020-05-29 10:00:00,1492.8
2020-05-29 10:05:00,1484.8
2020-05-29 10:10:00,1476.8
2020-05-29 10:15:00,1469.8666666666668
2020-05-29 10:20:00,1464.5333333333333
2020-05-29 10:25:00,1459.2
2020-05-29 10:30:00,1452.8
2020-05-29 10:35:00,1444.8
2020-05-29 10:40:00,1436.8
2020-05-29 10:45:00,1429.8666666666668
2020-05-29 10:50:00,1424.5333333333333
2020-05-29 10:55:00,1419.2
2020-05-29 11:00:00,1414.9333333333332
2020-05-29 11:05:00,1412.2666666666667
2020-05-29 11:10:00,1409.6
2020-05-29 11:15:00,1406.9333333333332
2020-05-29 11:20:00,1404.2666666666667
2020-05-29 11:25:00,1401.6
2020-05-29 11:30:00,1400.0
2020-05-29 11:35:00,1400.0
2020-05-29 11:40:00,1400.0
2020-05-29 11:45:00,1400.0
2020-05-29 11:50:00,1400.0
2020-05-29 11:55:00,1400.0
2020-05-29 12:00:00,1397.8666666666668
2020-05-29 12:05:00,1392.5333333333333
2020-05-29 12:10:00,1387.2
2020-05-29 12:15:00,1384.0
2020-05-29 12:20:00,1384.0
2020-05-29 12:25:00,1384.0
2020-05-29 12:30:00,1381.8666666666668
2020-05-29 12:35:00,1376.5333333333333
2020-05-29 12:40:00,1371.2
2020-05-29 12:45:00,1365.8666666666668
2020-05-29 12:50:00,1360.5333333333333
2020-05-29 12:55:00,1355.2
2020-05-29 13:00:00,1348.8
2020-05-29 13:05:00,1340.8
2020-05-29 13:10:00,1332.8
2020-05-29 13:15:00,1326.9333333333334
2020-05-29 13:20:00,1324.2666666666667
2020-05-29 13:25:00,1321.6
2020-05-29 13:30:00,1318.9333333333334
2020-05-29 13:35:00,1316.2666666666667
2020-05-29 13:40:00,1313.6
2020-05-29 13:45:00,1310.9333333333334
2020-05-29 13:50:00,1308.2666666666667
2020-05-29 13:55:00,1305.6
2020-05-29 14:00:00,1302.9333333333334
2020-05-29 14:05:00,1300.2666666666667
2020-05-29 14:10:00,1297.6
2020-05-29 14:15:00,1296.0
2020-05-29 14:20:00,1296.0
2020-05-29 14:25:00,1296.0
2020-05-29 14:30:00,1297.0666666666666
2020-05-29 14:35:00,1299.7333333333333
2020-05-29 14:40:00,1302.4
2020-05-29 14:45:00,1304.0
2020-05-29 14:50:00,1304.0
2020-05-29 14:55:00,1304.0
2020-05-29 15:00:00,1304.0
2020-05-29 15:05:00,1304.0
2020-05-29 15:10:00,1304.0
2020-05-29 15:15:00,1304.0
2020-05-29 15:20:00,1304.0
2020-05-29 15:25:00,1304.0
2020-05-29 15:30:00,1305.0666666666666
2020-05-29 15:35:00,1307.7333333333333
2020-05-29 15:40:00,1310.4
2020-05-29 15:45:00,1314.1333333333332
2020-05-29 15:50:00,1319.4666666666667
2020-05-29 15:55:00,1324.8
2020-05-29 16:00:00,1328.0
2020-05-29 16:05:00,1328.0
2020-05-29 16:10:00,1328.0
2020-05-29 16:15:00,1326.9333333333334
2020-05-29 16:20:00,1324.2666666666667
2020-05-29 16:25:00,1321.6
2020-05-29 16:30:00,1315.7333333333336
2020-05-29 16:35:00,1305.0666666666666
2020-05-29 16:40:00,1294.4
2020-05-29 16:45:00,1282.6666666666665
2020-05-29 16:50:00,1269.3333333333335
2020-05-29 16:55:00,1256.0
2020-05-29 17:00:00,1244.8
2020-05-29 17:05:00,1236.8
2020-05-29 17:10:00,1228.8
2020-05-29 17:15:00,1222.9333333333334
2020-05-29 17:20:00,1220.2666666666667
2020-05-29 17:25:00,1217.6
2020-05-29 17:30:00,1213.8666666666668
2020-05-29 17:35:00,1208.5333333333333
2020-05-29 17:40:00,1203.2
2020-05-29 17:45:00,1197.8666666666668
2020-05-29 17:50:00,1192.5333333333333
2020-05-29 17:55:00,1187.2
2020-05-29 18:00:00,1181.8666666666668
2020-05-29 18:05:00,1176.5333333333333
2020-05-29 18:10:00,1171.2
2020-05-29 18:15:00,1165.8666666666668
2020-05-29 18:20:00,1160.5333333333333
2020-05-29 18:25:00,1155.2
2020-05-29 18:30:00,1150.9333333333334
2020-05-29 18:35:00,1148.2666666666667
2020-05-29 18:40:00,1145.6
2020-05-29 18:45:00,1142.9333333333334
2020-05-29 18:50:00,1140.2666666666667
2020-05-29 18:55:00,1137.6
2020-05-29 19:00:00,1134.9333333333334
2020-05-29 19:05:00,1132.2666666666667
2020-05-29 19:10:00,1129.6
2020-05-29 19:15:00,1125.8666666666668
2020-05-29 19:20:00,1120.5333333333333
2020-05-29 19:25:00,1115.2
2020-05-29 19:30:00,1110.9333333333334
2020-05-29 19:35:00,1108.2666666666667
2020-05-29 19:40:00,1105.6
2020-05-29 19:45:00,1102.9333333333334
2020-05-29 19:50:00,1100.2666666666667
2020-05-29 19:55:00,1097.6
2020-05-29 20:00:00,1096.0
2020-05-29 20:05:00,1096.0
2020-05-29 20:10:00,1096.0
2020-05-29 20:15:00,1096.0
2020-05-29 20:20:00,1096.0
2020-05-29 20:25:00,1096.0
2020-05-29 20:30:00,1096.0
2020-05-29 20:35:00,1096.0
2020-05-29 20:40:00,1096.0
2020-05-29 20:45:00,1097.0666666666666
2020-05-29 20:50:00,1099.7333333333333
2020-05-29 20:55:00,1102.4
2020-05-29 21:00:00,1104.0
2020-05-29 21:05:00,1104.0
2020-05-29 21:10:00,1104.0
2020-05-29 21:15:00,1105.0666666666666
2020-05-29 21:20:00,1107.7333333333333
2020-05-29 21:25:00,1110.4
2020-05-29 21:30:00,1113.0666666666666
2020-05-29 21:35:00,1115.7333333333333
2020-05-29 21:40:00,1118.4
2020-05-29 21:45:00,1120.0
2020-05-29 21:50:00,1120.0
2020-05-29 21:55:00,1120.0
2020-05-29 22:00:00,1121.0666666666666
2020-05-29 22:05:00,1123.7333333333333
2020-05-29 22:10:00,1126.4
2020-05-29 22:15:00,1128.0
2020-05-29 22:20:00,1128.0
2020-05-29 22:25:00,1128.0
2020-05-29 22:30:00,1129.0666666666666
2020-05-29 22:35:00,1131.7333333333333
2020-05-29 22:40:00,1134.4
2020-05-29 22:45:00,1138.1333333333332
2020-05-29 22:50:00,1143.4666666666667
2020-05-29 22:55:00,1148.8
2020-05-29 23:00:00,1154.1333333333332
2020-05-29 23:05:00,1159.4666666666667
2020-05-29 23:10:00,1164.8
2020-05-29 23:15:00,1170.1333333333332
2020-05-29 23:20:00,1175.4666666666667
2020-05-29 23:25:00,1180.8
2020-05-29 23:30:00,1185.0666666666666
2020-05-29 23:35:00,1187.7333333333333
2020-05-29 23:40:00,1190.4
2020-05-29 23:45:00,1194.1333333333332
2020-05-29 23:50:00,1199.4666666666667
2020-05-29 23:55:00,1204.8
2020-05-30 00:00:00,1209.0666666666666
2020-05-30 00:05:00,1211.7333333333333
2020-05-30 00:10:00,1214.4
2020-05-30 00:15:00,1217.0666666666666
